base_url,page_links,card_links,request_time_stamp,dw_insert_timestamp
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-carved-polka-dot-shag/Ivory/200OZOT02A-P.html,2021-12-14 14:34:55.512177,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-splatter-abstract/Silver/200CFDR02A-P.html,2021-12-14 14:34:56.415006,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-southwestern-medallion/Orange/200MKCL09A-P.html,2021-12-14 14:35:00.302046,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-cardinal-cartouche/Beige/200KKDL04A-P.html,2021-12-14 14:35:10.661289,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-striped-shaggy/Blue-Multi/200HJZOM1A-P.html,2021-12-14 14:35:05.110126,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-florid-dreams/Blue/200RZAB07A-P.html,2021-12-14 14:35:13.406398,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-honeycomb/Ivory/200RUCS03A-P.html,2021-12-14 14:35:17.161319,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-shattered-diamonds/Off-White/200GCDX09A-P.html,2021-12-14 14:35:23.723996,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-moroccan-diamond-drop-tassel/Off-White/200GCDI03A-P.html,2021-12-14 14:35:28.126892,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-scandinavia-diamond/Black/200MTVS174A-P.html,2021-12-14 14:35:30.793111,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-fading-floral-fringe/Ivory/200DCRS02A-P.html,2021-12-14 14:35:36.331613,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-honeycomb-labyrinth/Blue/200RZBD30A-P.html,2021-12-14 14:35:40.580298,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-dynast/Rust/200DISA05A-P.html,2021-12-14 14:35:43.059382,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-diamond-pinstripes/Gray/200ECRK09A-P.html,2021-12-15 07:20:27.310065,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-silky-shine-solid-shag/Silver/200MHSH01A-P.html,2021-12-14 14:36:13.588126,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-braided/Ivory/200MGNM04A-P.html,2021-12-14 14:35:50.844300,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-withering-medallion-fringe/Ivory/200DCRS03A-P.html,2021-12-14 14:36:03.919114,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-geometric-banded/Gray/200ECRK02A-P.html,2021-12-14 14:36:44.256793,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-hazy-waves/Gray/200BDSM05A-P.html,2021-12-14 14:36:22.247193,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-sisal-border/Beige/200ZHSS01A-P.html,2021-12-14 14:36:35.498145,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-solid-shag-with-tassels/Beige/200KKBL01A-P.html,2021-12-14 14:36:48.596047,2022-01-13 19:33:41.512911
https://www.rugsusa.com/rugsusa/control/search-rugs,https://www.rugsusa.com/rugsusa/control/search-rugs?p=2,https://www.rugsusa.com//rugsusa/rugs/rugs-usa-rosette-medallion-fringed/Beige/200BDSN05A-P.html,2021-12-14 14:36:48.276697,2022-01-13 19:33:41.512911
