pid,product_type_id,name,url,origin,thickness,material,weave,weave_feature,color,brand,imageName,imageType,internalName,category,min_price,max_price,availability,aggregate,clearance,long_description,shopbyroom,dw_insert_timestamp
200RZSP21A,RUG,Gothic Vintage,/rugsusa/rugs/rugs-usa-gothic-vintage/Gray/200RZSP21A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200RZSP21A,roomImage,rugs-usa-gothic-vintage,Primavera,0,0,48 Hours,True,N,"Bring a vintage rug-inspired centerpiece into your living space. Evoking designs of centuries past but made of modern, hard-wearing material, this rug will become a cherished part of the landscape of your home. A spin on a classic motif, this versatile floor covering will stand out with its contrasting details. Composed of durable synthetic fibers, this area rug feels incredibly soft underfoot. These bold rugs are an easy way to incorporate the look of heirloom pieces, at affordable prices. Choose from an array of sizes and kick those feet up with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200RZSP20A,RUG,Grecian Frieze,/rugsusa/rugs/rugs-usa-grecian-frieze/Gray/200RZSP20A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200RZSP20A,roomImage,rugs-usa-grecian-frieze,Primavera,0,0,48 Hours,True,N," This sleek and elevated design of our faded area rug stands out for any room with contemporary décor. A stunning color palette creates the ideal combination of style and sophistication. Composed of luxuriously soft fibers, this rug promises durability and resilience. Blend this floor covering in perfectly with any existing décor. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200CFDR01A,RUG,Inlay Medallion,/rugsusa/rugs/rugs-usa-inlay-medallion/Gold/200CFDR01A-P.html,Turkey,1/2 inch,"50% Polypropylene, 50% Polyester",,Machine Made,Gold,Rugs USA,200CFDR01A,osNew/roomImage,rugs-usa-inlay-medallion,Alchemist,0,0,48 Hours,True,Y,"It doesn't get more classic than this: a medallion-inspired rug. This is the perfect floor covering for life's softest moments. Place this area rug at the foot of the bed to make your first steps of the day extra luxurious, or anywhere in the home that could use a graceful touch. The stunning pattern creates the perfect depth and dimension in your space, allowing you and your loved ones to sit back and relax. What are you waiting for? Kick back and start enjoying our easy to clean and pet-friendly rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen, Bathroom",2022-01-13 19:33:41.513542
200VCRC04A,RUG,Teyanna Gothic Jute-Blend,/rugsusa/rugs/rugs-usa-teyanna-gothic-jute-blend/Natural/200VCRC04A-P.html,India,1/2 inch,"60% Jute, 40% Leather",,Flatweave,Natural,Rugs USA,200VCRC04A,s,rugs-usa-teyanna-gothic-jute-blend,Haystack,0,0,48 Hours,True,N,"This luxuriously soft patterned rug is saturated in neutral colors, a gorgeous and intricately detailed addition to your living space. Made from a jute and leather blend, this rug will hold up well to everyday foot traffic, so bring on the parties and gatherings! Create an ambiance as distinct as this floor covering. Comes in a wide selection of sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200HJOA10A,RUG,Palm Leaves Indoor/Outdoor,/rugsusa/rugs/rugs-usa-palm-leaves-indooroutdoor/Green/200HJOA10A-P.html,China,1/2 inch,100% Polyester,,Machine Made,Green,Rugs USA,200HJOA10A,roomImage,rugs-usa-palm-leaves-indooroutdoor,Leilani,0,0,48 Hours,True,N,"A classic design with a fun twist! This area rug features a bold palm leaf pattern against a solid background. A floor covering this versatile can not only be used indoor or outdoor but pairs wonderfully with coastal, nautical, farmhouse, contemporary or even bohemian elements. A durable synthetic composition ensures durability for a long, long time. Elevate your space, indoor or outdoor, with our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BDMN14A,RUG,Floral Jewel Medallion,/rugsusa/rugs/rugs-usa-floral-jewel-medallion/Gray/200BDMN14A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDMN14A,osNew/roomImage,rugs-usa-floral-jewel-medallion,Tallahassee,0,0,48 Hours,True,N,"This bright medallion rug is a true statement piece, ready to be a game-changer in any room. This floor covering is in its own realm, made in Turkey from durable materials, it will hold up beautifully to everyday use. Choose from a full range of vibrant colors and sizes to find your perfect fit. Elevate your living space with our pet-friendly and easy to clean rugs. ",,2022-01-13 19:33:41.513542
200MTVN01A,RUG,Wool Striped,/rugsusa/rugs/rugs-usa-wool-striped/Black/200MTVN01A-P.html,India,1/4 inch,100% Wool,,Flatweave,Black,Rugs USA,200MTVN01A,roomImage,rugs-usa-wool-striped,Tuscan,0,0,48 Hours,True,N,"Accessorize your living area with this area rug and give your abode a modern flair. Perfect for adding a dash of luxury to your décor, this area rug features an adventurous striped pattern, ideal for giving depth and dimension to your interior design. The soft wool fibers create a cozy texture under foot while promising durability. Designed to enhance any room it's placed in, this pet-friendly and easy to clean area rug comes in an assortment of sizes and colors.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200HMLA01A,RUG,Moroccan Diamond Border Shag,/rugsusa/rugs/rugs-usa-moroccan-diamond-border-shag/Ivory/200HMLA01A-P.html,India,,"50% Cotton, 50% Wool",,Hand Loomed,Ivory,Rugs USA,200HMLA01A,osNew/roomImage,rugs-usa-moroccan-diamond-border-shag,Monta Vista,0,0,48 Hours,True,Y,"Composed of luxuriously soft fibers, this area rug feels like a delight to the touch. This rug offers an attractive motif and design that impresses anyone who sees it. Combine style and elegance perfect for any transitional space. With its sophisticated design that blends with any decor, this area rug will find a place of honor in your living room, under the dining room table, or in the bedroom. Make the most of your time at home with our pet-friendly and easy to clean area rugs.",,2022-01-13 19:33:41.513542
200RZIN06A,RUG,Diamond Medallion,/rugsusa/rugs/rugs-usa-diamond-medallion/Rust/200RZIN06A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Green,Rugs USA,200RZIN06A,osNew/roomImage,rugs-usa-diamond-medallion,Bristol,0,0,48 Hours,True,N,"Take in the glory of this sophisticated, regal area rug. Featuring a stunning medallion pattern in a bold color scheme, this floor covering shows off an intricate design ready to elevate any living space. Pair with some refreshing foliage, contemporary or bohemian elements and be stunned by your home! Choose from a wide array of colors and sizes and enjoy our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200GBCB08A,RUG,Winged Birdseye Lattice Indoor/Outdoor,/rugsusa/rugs/rugs-usa-winged-birdseye-lattice-indooroutdoor/Dark-Gray/200GBCB08A-P.html,India,1/2 inch,"90% Polypropylene, 10% Polyester",,Machine Made,Dark Gray,Rugs USA,200GBCB08A,roomImage,rugs-usa-winged-birdseye-lattice-indooroutdoor,Tucana,0,0,48 Hours,True,N,"The sophistication of this bold indoor/outdoor area rug is one you must feel to believe. A modern, textured pattern adds a dashing element to your space, while the warm hues add a cozy vibe ready to make memories around. The best part is, take these versatile pieces indoor or outdoor! They are guaranteed to be a hit placed in either space. Choose from a wide selection of our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Bathroom, Entryway",2022-01-13 19:33:41.513542
200STCV07A,RUG,Traditional Totem,/rugsusa/rugs/rugs-usa-traditional-totem/Rust/200STCV07A-P.html,Turkey,,100% Polyester,,Machine Made,Rust,Rugs USA,200STCV07A,osNew/roomImage,rugs-usa-traditional-totem,Temptation,0,0,48 Hours,True,N,"Capture the look of timeless grandeur with our Temptation collection. Each piece blends rich colorations with opulent patterns reminiscent of times past. Machine woven using 100% Polyester, these rugs feature a comfortably soft pile that is easy to care for. Use any of these styles as a centerpiece for virtually any room, or add modern accents such as a pouf ottoman, a neutral couch, or glass coffee table.",,2022-01-13 19:33:41.513542
200GBCB51A,RUG,Celtic Trellis Indoor/Outdoor,/rugsusa/rugs/rugs-usa-celtic-trellis-indooroutdoor/Charcoal/200GBCB51A-P.html,India,1/2 inch,"90% Polypropylene, 10% Polyester",,Machine Made,Charcoal,Rugs USA,200GBCB51A,roomImage,rugs-usa-celtic-trellis-indooroutdoor,Tucana,0,0,48 Hours,True,N,"Bring a sense of serenity right into your own home! There's a whole world under your feet in this powerloomed rug, with its incredibly soft and durable texture under your feet. Place this area rug at the foot of the bed to make your first steps of the day extra luxurious, or anywhere in the home that could use a graceful touch. This design is an affordable option for anyone looking to enjoy luxurious comfort without spending a fortune. Elevate your living space with our pet-friendly and easy to clean rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Bathroom, Entryway",2022-01-13 19:33:41.513542
200HJAU33A,RUG,Margo Banded Geometric Washable,/rugsusa/rugs/rugs-usa-margo-banded-geometric-washable/Navy/200HJAU33A-P.html,China,1/4 inch,100% Polyester,,Machine Made,Navy,Rugs USA,200HJAU33A,roomImage,rugs-usa-margo-banded-geometric-washable,Rain Haven,0,0,48 Hours,True,N,"Rugs are at the heart of your home, where all the action happens. The occasional ""oops"" is a fact of life; and lucky for all of us, cleaning our rugs just got much easier. Say hello to the <b>Rugs USA Washable Rugs Collection</b>!<br /><b>One-piece design:</b> Our washable rugs have an integrated non-slip backing, which eliminates the hassle of needing a separate backing layer. When your rug arrives, simply lay it flat in the desired space.<br /><b>Innovative construction:</b> Made from sustainably-sourced premium synthetic fibers, our machine-washable rugs help you feel good with every step.<br /><b>Hard-wearing:</b> Spill- and stain-resistant, these rugs are perfect for those with kids and pets and will hold up in high traffic areas of your home.<br /><b>Add a rug pad:</b> Want a plusher feel underfoot? Simply layer a Rugs USA rug pad underneath the rug for extra cushioning.<br /><b>Launders easily:</b> To clean, machine wash with cold water. Do not use bleach. We recommend line drying or drying without heat on an air-only dryer cycle. A low heat iron can be used if needed.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200YKAL04A,RUG,Barbed Medallion,/rugsusa/rugs/rugs-usa-barbed-medallion/Cream/200YKAL04A-P.html,Turkey,,100% Polypropylene,,Machine Made,Cream,Rugs USA,200YKAL04A,osNew/roomImage,rugs-usa-barbed-medallion,Splendora,0,0,48 Hours,True,N,"The one thing your creative space is missing! This durable floor covering shows off an intricate medallion pattern, pairing perfectly with bohemian, farmhouse, coastal, or even any rattan elements. A rug this simple yet detailed is one you must see to believe. Place this area rug at the foot of the bed to make your first steps of the day extra luxurious, or anywhere in the home that could use a graceful touch. Enjoy your time at home with our pet-friendly and easy to clean area rugs.",,2022-01-13 19:33:41.513542
200TCAR02A,RUG,Lena Striped Textured Indoor-Outdoor,/rugsusa/rugs/rugs-usa-lena-striped-textured-indoor-outdoor/Gray/200TCAR02A-P.html,Turkey,1/4 inch,"60% Polyester, 40% Polypropylene",,Machine Made,Gray,Rugs USA,200TCAR02A,roomImage,rugs-usa-lena-striped-textured-indoor-outdoor,Romance Heights,0,0,48 Hours,True,N,"Hello, transitional rugs! Add an invigorating flair with the crisp linework of this area rug. Detailed stripes create a dashing, finished ambiance in your home, while a synthetic fabrication adds durability for years to come. Machine-made, this sophisticated floor piece can seamlessly integrate with any existing decor. Indoor or outdoor, this area rug will take your breath away! Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Kitchen, Entryway",2022-01-13 19:33:41.513542
200SVIN30A,RUG,Vintage Oriental,/rugsusa/rugs/rugs-usa-vintage-oriental/Multi/200SVIN30A-P.html,India,1/4 inch,"50% Jute, 50% Polyester",,Flatweave,Multi,Rugs USA,200SVIN30A,roomImage,rugs-usa-vintage-oriental,Botaniq,0,0,48 Hours,True,N,"This stunning, intricately-patterned rug is a true statement piece, ready to be a game-changer in any room. Whats more, it's made in India from durable materials, so it will hold up beautifully to everyday use. Choose from a full range of regal sizes to find your perfect fit. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200KHMC18A,RUG,Sivas Fringe,/rugsusa/rugs/rugs-usa-sivas-fringe/Blue/200KHMC18A-P.html,Turkey,1/4 inch,100% Polyester,,Machine Made,Blue,Rugs USA,200KHMC18A,osNew/roomImage,rugs-usa-sivas-fringe,Edessa,0,0,48 Hours,True,N,"Create a show-stopping accent in your living space with this gorgeous area rug. This area rug is the perfect addition to casual, modern, and farmhouse interiors in need of a twist. Place this durable rug at the foot of the bed to make your first steps of the day extra luxurious, or anywhere in the home that could use an unexpected touch. The exquisite pattern creates the perfect depth and dimension in your space, allowing you and your loved ones to sit back and relax. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200ECRK25A,RUG,Sawyer Mottled Harlequin,/rugsusa/rugs/rugs-usa-sawyer-mottled-harlequin/Beige/200ECRK25A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Beige,Rugs USA,200ECRK25A,roomImage,rugs-usa-sawyer-mottled-harlequin,Koko,0,0,48 Hours,True,N,"A contemporary rug that blends the traditional comfort and beauty of a machine-made rug with a modern design, this choice is a luxurious addition to any home. Bold, distinct patterns extend back and forth across the rug, creating an ordered diamond geometric motif. This fashion-forward design lends both warmth and texture to a room. This stunning floor piece comes in many sizes, designed for pet-friendly and easy to clean needs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200RZBD71A,RUG,Geometric Banded,/rugsusa/rugs/rugs-usa-geometric-banded/Blue/200RZBD71A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200RZBD71A,roomImage,rugs-usa-geometric-banded,Bosphorus,0,0,48 Hours,True,N,"With its distinct pattern, this rug will add an cool, refined vibe to your space. Machine made using during fibers, this intricately designed rug has the appearance of an exquisite heirloom at an affordable price. Ensure a soft texture underfoot that pairs ideally with busy, high-traffic spaces. This lavish rug will be the perfect finishing touch for your living space. Comes in an array of colors. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KHMG01A,RUG,Woolen Modern Trellis,/rugsusa/rugs/rugs-usa-woolen-modern-trellis/Ivory/200KHMG01A-P.html,India,1/4 inch,100% Wool,,Hand Knotted,Gray,Rugs USA,200KHMG01A,s,rugs-usa-woolen-modern-trellis,Bellona,0,0,48 Hours,True,N,Bring in exceptional artistry to your floor space when you decorate your home with this delightful blend of colors and texture. The soft fibers come in mesmerizing hues to deliver lingering and long-lasting joy. The elegant trellis design makes this a lively floor setting. The repeating quatrefoils patterned across the rug give it a sense of contemporary sophistication. The understated elegance of the close-set trellis pattern gives it an air of luxury. Make the most of your time at home with our pet-friendly and easy to clean area rugs.,"Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200MTIR04A,RUG,Pastel Anemone Nursery,/rugsusa/rugs/rugs-usa-pastel-anemone-nursery/Off-White/200MTIR04A-P.html,India,1 inch,100% Wool,,Handmade,Off White,Rugs USA,200MTIR04A,osNew/roomImage,rugs-usa-pastel-anemone-nursery,Esther,0,0,48 Hours,True,N,"Bring a splash of vibrance to your nursery or children's bedroom with this stunning rug that is available to you in a variety of sizes. The inviting shades add just the right amount of softness, combined with a durable fabrication. Each corner of this beautifully designed floor covering features something else that will captivate anyone who sees it. Designed to enhance any room it's placed in, this pet-friendly and easy to clean area rug comes in an assortment of sizes.","Bedroom, Dining Room, Living Room, Hallway, Kitchen, Nursery / Kids Room",2022-01-13 19:33:41.513542
200RZMR08A,RUG,Desert Mural,/rugsusa/rugs/rugs-usa-desert-mural/Multi/200RZMR08A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Multi,Rugs USA,200RZMR08A,osNew/roomImage,rugs-usa-desert-mural,Marvella,0,0,48 Hours,True,Y,"The missing piece to your abode! This area rug offers a regal look that is both casual and sophisticated. A desert mural mimics a timeless appearance, bringing an heirloom element to any home decor. The color scheme gives this rug a distinct and memorable vibe, while the durable synthetic composition offers rich quality and elegance. The entire look comes together as edgy yet refined, resulting in a modern look that can also fit in traditional design schemes. Choose from our wide selection of sizes and enjoy your time at home today with our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200MTHM05A,RUG,Irregular Parallel Bars,/rugsusa/rugs/rugs-usa-irregular-parallel-bars/Baby-Pink/200MTHM05A-P.html,India,1/2 inch,100% Wool,,Hand Tufted,Black,Rugs USA,200MTHM05A,roomImage,rugs-usa-irregular-parallel-bars,Theria,0,0,48 Hours,True,N,"Choose this chic, hand-tufted wool rug as a great as a base for rug layering, or let the parallel bar pattern take center stage on its own. Its balanced geometric design is a calming piece for any room. With an incredible texture under foot, this area rug is bound to compliment its surroundings and transform your abode. Comes in a variety of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200KKNT07A,RUG,Nadia Muted Medallion,/rugsusa/rugs/rugs-usa-nadia-muted-medallion/Beige/200KKNT07A-P.html,Turkey,1/2 inch,"75% Polypropylene, 25% Polyester",,Machine Made,Beige,Rugs USA,200KKNT07A,s,rugs-usa-nadia-muted-medallion,Gorgona,0,0,48 Hours,True,N,"Indulge in the regal charm of this stunning floor piece. Blending centuries old motifs with modern elements, these bold rugs are an easy way to incorporate the look of heirloom pieces. Elevate your space with the chic style of a medallion pattern. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200ECRK20A,RUG,Amalia Contemporary Collage,/rugsusa/rugs/rugs-usa-amalia-contemporary-collage/Beige/200ECRK20A-P.html,Turkey,1/4 inch,100% Polypropylene,,Machine Made,Beige,Rugs USA,200ECRK20A,roomImage,rugs-usa-amalia-contemporary-collage,Koko,0,0,48 Hours,True,N,"Enrich your living area with a cozy ambiance and a contemporary motif. This statement-making design adds a unique appeal to your décor. Machine-made of non-shedding, easy-to-clean polypropylene for simple maintenace, this rug is durable enough for placement in any area. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200NERG02A,RUG,Flatwoven Mottled Stripes with Tassels,/rugsusa/rugs/rugs-usa-flatwoven-mottled-stripes-with-tassels/Gray/200NERG02A-P.html,India,1/4 inch,100% Cotton,,Flatweave,Gray,Rugs USA,200NERG02A,roomImage,rugs-usa-flatwoven-mottled-stripes-with-tassels,Beachward,0,0,48 Hours,True,N,"With its unique color palette, this rug will add a cool, refined vibe to your space. Crafted using durable fibers, this intricately designed rug has the appearance of a refreshing floor covering ready for you and your loved ones to cozy around and make memories. It ensures a soft texture underfoot that pairs ideally with busy, high-traffic spaces. This modern rug will be the perfect finishing touch for your living space. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200OWMC02A,RUG,Vintage Victorian,/rugsusa/rugs/rugs-usa-vintage-victorian/Orange/200OWMC02A-P.html,Egypt,1/4 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200OWMC02A,osNew/roomImage,rugs-usa-vintage-victorian,Murcia,0,0,48 Hours,True,N,"Add a regal touch to your space with this intricate floor piece. Featuring a unique design, this area rug perfectly compliments any existing decor. A durable synthetic fabrication creates an incredibly soft texture under foot, while promising durability for years to come. A style as bold as this creates an effortless, timeless look mimicking the look of heirloom pieces. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200SPRE42A,RUG,Wool Honeycomb Medallion,/rugsusa/rugs/rugs-usa-wool-honeycomb-medallion/Navy/200SPRE42A-P.html,India,3/4 inch,100% Wool,,Hand Tufted,Navy,Rugs USA,200SPRE42A,osNew/roomImage,rugs-usa-wool-honeycomb-medallion,Overdye,0,0,48 Hours,True,Y,"Featuring an exquisite pattern, this selection adds a classic touch to your living room. Make this the centerpiece of your space with neutral furniture, or make a statement with a couple of contrasting pieces. The sharp design featuring a timeless pattern pairs well with both contemporary and bohemian décor. Choose from our wide assortment of sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BDSI11A,RUG,Banded Indoor/Outdoor,/rugsusa/rugs/rugs-usa-banded-indooroutdoor/Black/200BDSI11A-P.html,Turkey,1/4 inch,100% Polypropylene,,Machine Made,Black,Rugs USA,200BDSI11A,s,rugs-usa-banded-indooroutdoor,Brunch,0,0,48 Hours,True,N,"Inspired by modern design, the machine-made is crafted of durable synthetics. Perfect for the patio, deck, backyard, or along with the pool, this rug works well for indoor spaces too and is easy to maintain. A warm colorway and relaxing pattern combine to create the ultimate floor covering. Whether you decide to use these indoor or outdoor, they are guaranteed to be a conversation starter. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200HMLC01A,RUG,Native Spectrum,/rugsusa/rugs/rugs-usa-native-spectrum/Multi/200HMLC01A-P.html,India,1/4 inch,"50% Cotton, 50% Mix Fibers",,Hand Loomed,Multi,Rugs USA,200HMLC01A,osNew/roomImage,rugs-usa-native-spectrum,Reyne,0,0,48 Hours,True,N,"Brimming with textural detail, this hand-loomed cotton-blend floor covering brings fun and flair to any room while still keeping the overall look low-key. This rug is perfect for adding a cohesive, decorative element to your space. It adds a bright undertone while keeping in mind light and airy fabrication. A vivid banded pattern for the ideal finishing touch. Choose from an array of sizes and kick those feet up with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KKCB47A,RUG,Vivid Medallion,/rugsusa/rugs/rugs-usa-vivid-medallion/Blue/200KKCB47A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200KKCB47A,osNew/roomImage,rugs-usa-vivid-medallion,Chroma,0,0,48 Hours,True,N,"Bring a vintage rug-inspired centerpiece into your living space. Evoking designs of centuries past but made of modern, hard-wearing material, this rug will become a cherished part of the landscape of your home. A spin on a classic motif, this versatile floor covering will stand out with its contrasting details. Composed of durable synthetic fibers, this area rug feels incredibly soft underfoot. These bold rugs are an easy way to incorporate the look of heirloom pieces, at affordable prices. Choose from an array of sizes and kick those feet up with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200OZXL07A,RUG,Modern Mosaic Shag,/rugsusa/rugs/rugs-usa-modern-mosaic-shag/Multi/200OZXL07A-P.html,Turkey,1 inch,100% Polypropylene,,Machine Made,Multi,Rugs USA,200OZXL07A,roomImage,rugs-usa-modern-mosaic-shag,Radiance,0,0,48 Hours,True,N,"With its brilliant design and delicate color accent, this shag area rug makes the perfect floor covering for any fashionable space. The soft and plush texture provides a luxurious texture under foot. Take your abode to new heights with these incredible transitional area rugs. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room",2022-01-13 19:33:41.513542
200OWFR06A,RUG,Striated Bordered Indoor/Outdoor,/rugsusa/rugs/rugs-usa-striated-bordered-indooroutdoor/Brown/200OWFR06A-P.html,Egypt,1/4 inch,100% Polypropylene,,Machine Made,Brown,Rugs USA,200OWFR06A,roomImage,rugs-usa-striated-bordered-indooroutdoor,Solaria,0,0,48 Hours,True,N,"The intricate textured weave of this lavish floor piece is the ideal warm and cozy finishing to any room. Made from durable fibers, the soft feel will be a treat for your toes. Add an unexpected element to your home with this versatile floor piece. This rug is built to stand up to the regular foot traffic and will add an exquisite feel to any space. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BIMR01A,RUG,Timeworn Medallion Printed,/rugsusa/rugs/rugs-usa-timeworn-medallion-printed/Blue/200BIMR01A-P.html,China,1/2 inch,100% Polyester,,Machine Made,Peach,Rugs USA,200BIMR01A,roomImage,rugs-usa-timeworn-medallion-printed,Canton,0,0,48 Hours,True,N,"Featuring an exquisite pattern, the Canton collection adds a classic touch to your living room. Make this the centerpiece of your space with neutral furniture, or make a statement with a couple of contrasting pieces. The sharp design helps this durable rug pair well with both contemporary and Bohemian décor. Choose from our wide assortment of sizes and colors. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200DCRS06A,RUG,Persian Medallion Fringe,/rugsusa/rugs/rugs-usa-persian-medallion-fringe/Blue/200DCRS06A-P.html,Belgium,1/4 inch,100% Viscose,,Machine Made,Silver,Rugs USA,200DCRS06A,osNew/roomImage,rugs-usa-persian-medallion-fringe,Nightscape,0,0,48 Hours,True,N,"The one thing your creative space is missing! This 100% viscose floor covering shows off an intricate medallion pattern, pairing perfectly with bohemian, farmhouse, coastal, or even any rattan elements. A rug this simple yet detailed is one you must see to believe. A fringed trim finishes the look, blending each of your personal elements. Enjoy your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200NECR02A,RUG,Addie Chevron Wool-Blend,/rugsusa/rugs/rugs-usa-addie-chevron-wool-blend/Brown/200NECR02A-P.html,India,1/2 inch,"80% Wool, 20% Cotton",,Handmade,Brown,Rugs USA,200NECR02A,roomImage,rugs-usa-addie-chevron-wool-blend,Afterglow,0,0,48 Hours,True,N,"Dress up your floor with this easy-going area rug. This handmade floor covering features a modern chevron pattern, enriching your area with a fresh ambiance. A piece as versatile as this will easily blend in with any surroundings, while being the perfect finishing touch to bring it all together. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen, Bathroom",2022-01-13 19:33:41.513542
200KKST03A,RUG,Enchanted Emblem,/rugsusa/rugs/rugs-usa-enchanted-emblem/Beige/200KKST03A-P.html,Turkey,1/4 inch,100% Polyester,,Machine Made,Beige,Rugs USA,200KKST03A,roomImage,rugs-usa-enchanted-emblem,Blazona,0,0,48 Hours,True,N,"Invite the relaxation with this unique and memorable pattern. A delicate and vivid appearance makes for a striking, refined look while a decorative color scheme and incredibly soft texture create the perfect abode. Relish in the warm, sharp tones of this floor covering, pairing perfectly with any rattan, bohemian, or contemporary elements. Place this area rug at the foot of the bed to make your first steps of the day extra luxurious, or anywhere in the home that could use a graceful touch. . Opt for the best choice with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200RZBD104A,RUG,Vintage Medallion,/rugsusa/rugs/rugs-usa-vintage-medallion/Blue/200RZBD104A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200RZBD104A,roomImage,rugs-usa-vintage-medallion,Bosphorus,0,0,48 Hours,True,N,"Indulge in the regal charm of this stunning floor piece. Blending centuries-old motifs with modern elements, these bold rugs are an easy way to incorporate the look of heirloom pieces. Elevate your space with the chic style of a medallion pattern. Available in a variety of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
