pid,product_type_id,name,url,origin,thickness,material,weave,weave_feature,color,brand,imageName,imageType,internalName,category,min_price,max_price,availability,aggregate,clearance,long_description,shopbyroom,dw_insert_timestamp
200TAJT03,RUG,Jute Braided,/rugsusa/rugs/rugs-usa-jute-braided/Natural/200TAJT03-P.html,India,1/4 inch,100% Jute,,Hand Woven,Natural,Rugs USA,200TAJT03,roomImage,rugs-usa-jute-braided,Maui,0,0,48 Hours,True,N,"This handmade 100% jute rug is a stylish and eco-friendly floor covering made from renewable material. Bring a warm, neutral look to any room, whether you seek a nautical rug, a boho rug, or anything in-between. This sophisticated floor piece can seamlessly integrate with any existing decor. This rug will be the perfect finishing touch to your living area. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200CB01,RUG,Veronica Wool Braided,/rugsusa/rugs/rugs-usa-veronica-wool-braided/Off-White/200CB01-P.html,India,1/2 inch,"80% Wool, 20% Cotton",,Braided,Off White,Rugs USA,200CB01,roomImage,rugs-usa-veronica-wool-braided,Textures,0,0,48 Hours,True,N,"Handcrafted in the style of a chunky knit sweater, this felted cotton and wool rug provides delightful softness underfoot. The familiar knitted V pattern is rendered either in solid colors or variegated tones, providing a cozy look wherever you might want one. Designed to transform any space into your new oasis. Elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Living Room",2022-01-13 19:33:41.513542
200HMMT01A,RUG,Handwoven Chaste,/rugsusa/rugs/rugs-usa-handwoven-chaste/Natural/200HMMT01A-P.html,India,1/4 inch,"60% Jute, 40% Cotton",,Hand Loomed,Natural,Rugs USA,200HMMT01A,roomImage,rugs-usa-handwoven-chaste,Fawna,0,0,48 Hours,True,N,"Handmade with luxuriously soft jute and cotton yarn, this chic collection is a lavish choice for any space. Great for high-traffic areas that need a bit more style! With an incredible texture under foot, this area rug is bound to compliment its surroundings and transform your abode. Comes in a variety of shapes and sizes. Make the most of your time at home with our easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZBD16A,RUG,Moroccan Trellis,/rugsusa/rugs/rugs-usa-moroccan-trellis/Gray/200RZBD16A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200RZBD16A,roomImage,rugs-usa-moroccan-trellis,Bosphorus,0,0,48 Hours,True,N,"<p class=""h4"">Named ""The Rug"" by The New York Times, our best-selling Moroccan Trellis is well-deserving of all of its accolades and popularity! <a target=""_blank"" href=""/blog/moroccan-trellis-rug/""><span class=""rugs-text--underline"">Read about</span></a> why this design has become a well-loved staple in so many American households; its ""unique, goes-with-anything design captures the unique spirit of a handcrafted textile, but is also discreet enough to blend in with the furniture and take the punishment of kids and pets."" Made from powerloomed synthetic materials, it's available in an incredible range of colors and sizes, making it a smart, great-looking addition to your home.</p>","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200TAJT03,RUG,Jute Braided,/rugsusa/rugs/rugs-usa-jute-braided/Off-White/200TAJT03-P.html,India,1/4 inch,100% Jute,,Hand Woven,Natural,Rugs USA,200TAJT03,roomImage,rugs-usa-jute-braided,Maui,0,0,48 Hours,True,N,"This handmade 100% jute rug is a stylish and eco-friendly floor covering made from renewable material. Bring a warm, neutral look to any room, whether you seek a nautical rug, a boho rug, or anything in-between. This sophisticated floor piece can seamlessly integrate with any existing decor. This rug will be the perfect finishing touch to your living area. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BDSM04A,RUG,Broken Lattice,/rugsusa/rugs/rugs-usa-broken-lattice/Gray/200BDSM04A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM04A,s,rugs-usa-broken-lattice,Granite,0,0,48 Hours,True,N,"Add a dash of a contemporary look when you bring out this machine made, polypropylene rug, which is sure to make a fashionable statement to any space. Sturdy enough to stand the test of time, this solid and striped area rug elevates the ambiance of any room it is placed in. This regal rug will be the perfect finishing touch for your living space. Opt for the best choice with our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200BDSM08A,RUG,Ruby Distressed Mist,/rugsusa/rugs/rugs-usa-ruby-distressed-mist/Gray/200BDSM08A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM08A,s,rugs-usa-ruby-distressed-mist,Granite,0,0,48 Hours,True,N,"Bring the look of calming mist into your space! This durable, powerloomed floor covering, evocative of vintage rugs, has just enough color and texture to enrich any room and pairs beautifully with any décor -- traditional, modern, or a bit of everything! With an incredibly soft texture underfoot, the look and feel of this floor piece will elevate its surroundings to new heights. Choose from a wide array of shapes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200GRWS04A,RUG,Fading Herati Medallion,/rugsusa/rugs/rugs-usa-fading-herati-medallion/Beige/200GRWS04A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Beige,Rugs USA,200GRWS04A,roomImage,rugs-usa-fading-herati-medallion,Yesteryear,0,0,48 Hours,True,N,"Enhance your home with a contemporary flair with a sleek and inviting floor piece. Crafted of durable synthetic fibers, this detailed area rug is perfect for high traffic areas of your home. Combine a luxurious look and elevated style for your warm abode. Find just the right color and size from our wide assortment. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200RZBD21A,RUG,Floral Ornament,/rugsusa/rugs/rugs-usa-floral-ornament/Ivory/200RZBD21A-P.html,Turkey,,100% Polypropylene,,Machine Made,Brown,Rugs USA,200RZBD21A,osNew/roomImage,rugs-usa-floral-ornament,Bosphorus,0,0,48 Hours,True,N,"An ornamental boho rug boasts an intricate floral pattern, making it an eye-catching centerpiece for any room. Made from powerloomed synthetics, it holds up beautifully to foot traffic. Choose from a wide array of colors and sizes. Combine a luxurious look and elevated style for your warm abode. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200HJFV01A,RUG,Solid Braided Indoor/Outdoor,/rugsusa/rugs/rugs-usa-solid-braided-indooroutdoor/Tan/200HJFV01A-P.html,China/India,,100% Polypropylene,,Braided,Salt and Pepper,Rugs USA,200HJFV01A,roomImage,rugs-usa-solid-braided-indooroutdoor,Jubilee,0,0,48 Hours,True,N,"An outdoor rug braided from durable materials is a beautiful and neutral floor covering, a perfect choice whether you need a rug to be party-ready or you're looking for a serene oasis on your floor. Choose from a wide array of colors and sizes that are guaranteed to please. Whether you decide to use these indoor/outdoor, they will surely transport you into a serene oasis. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200HJFV01A,RUG,Solid Braided Indoor/Outdoor,/rugsusa/rugs/rugs-usa-solid-braided-indooroutdoor/Salt-and-Pepper/200HJFV01A-P.html,China/India,,100% Polypropylene,,Braided,Salt and Pepper,Rugs USA,200HJFV01A,roomImage,rugs-usa-solid-braided-indooroutdoor,Jubilee,0,0,48 Hours,True,N,"An outdoor rug braided from durable materials is a beautiful and neutral floor covering, a perfect choice whether you need a rug to be party-ready or you're looking for a serene oasis on your floor. Choose from a wide array of colors and sizes that are guaranteed to please. Whether you decide to use these indoor/outdoor, they will surely transport you into a serene oasis. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KKEL04A,RUG,Shaded Shag With Tassels,/rugsusa/rugs/rugs-usa-shaded-shag-with-tassels/Ivory/200KKEL04A-P.html,Turkey,1 3/4 inch,100% Polypropylene,,Machine Made,Ivory,Rugs USA,200KKEL04A,roomImage,rugs-usa-shaded-shag-with-tassels,Kalin,0,0,48 Hours,True,N,"Add design and luxury to any room with this versatile floor piece. Tassels around the edge give the rug a sophisticated look, while the durability of polypropylene ensures softness under bare feet. This area rug will flawless fit into any existing décor space. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room",2022-01-13 19:33:41.513542
200OZEZ04A,RUG,Easy Shag Lattice,/rugsusa/rugs/rugs-usa-easy-shag-lattice/White/200OZEZ04A-P.html,Turkey,2 inch,100% Polypropylene,,Machine Made,White,Rugs USA,200OZEZ04A,roomImage,rugs-usa-easy-shag-lattice,Bermuda,0,0,48 Hours,True,N,"Invite this gorgeous shag rug into your home for a touch of Moroccan-inspired serenity! Made in Turkey of hard-wearing materials, this rug will not only look good, but wear well. This lavish carept provides a soft and plush underfoot while a lattice element adds a flair to your home décor. Comes in a wide selection of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room, Office, Entryway",2022-01-13 19:33:41.513542
200GCDI09A,RUG,Moroccan Diamond Pinstripes Tassel,/rugsusa/rugs/rugs-usa-moroccan-diamond-pinstripes-tassel/Off-White/200GCDI09A-P.html,Turkey,1 1/4 inch,100% Polypropylene,,Machine Made,Off White,Rugs USA,200GCDI09A,roomImage,rugs-usa-moroccan-diamond-pinstripes-tassel,Temara,0,0,48 Hours,True,N,"Experience the beauty of Moroccan design from the comfort of your own home. This beautiful, tasseled shag rug has just enough pattern to make any room feel warm and inviting, in a material that is both soft and durable. Choose from a full range of vibrant colors and sizes to find your perfect fit. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room",2022-01-13 19:33:41.513542
200NCCL01,RUG,Chunky Jute Tasseled,/rugsusa/rugs/rugs-usa-chunky-jute-tasseled/Natural/200NCCL01-P.html,India,1/2 inch,100% Jute,,Hand Woven,Natural,Rugs USA,200NCCL01,osNew/roomImage,rugs-usa-chunky-jute-tasseled,Maui,0,0,48 Hours,True,N,"This handmade 100% jute rug has a hearty texture that adds visual warmth to your home while being comfortable underfoot. Thick and durable, it will become a favorite part of your home décor. This area rug is the perfect addition to casual, nautical, and farmhouse interiors in need of a twist. Comes in a wide selection of colors and shapes. Make the most of your time at home with our easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200GCDI02A,RUG,Moroccan Tasseled,/rugsusa/rugs/rugs-usa-moroccan-tasseled/Off-White/200GCDI02A-P.html,Turkey,1 1/4 inch,100% Polypropylene,,Machine Made,Off White,Rugs USA,200GCDI02A,roomImage,rugs-usa-moroccan-tasseled,Temara,0,0,48 Hours,True,N,"Get a daring vintage Moroccan rug, complete with a shag texture and tassel accents, made to hold up to everyday use. The subtle geometric design creates intrigue and turns any room into an oasis. A bold color palette creates the ideal combination of style and sophistication, for any casual, coastal or farmhouse feel. Made from durable synethic fibers, this rug pairs wonderfully with any décor. Comes in off white, gray, silver, brown, white, and blue. Make the most out of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room, Office, Entryway",2022-01-13 19:33:41.513542
200KKLR12A,RUG,Shaggy Lattice Tassel,/rugsusa/rugs/rugs-usa-shaggy-lattice-tassel/Beige/200KKLR12A-P.html,Turkey,1 1/4 inch,100% Polyester,,Machine Made,Gray,Rugs USA,200KKLR12A,roomImage,rugs-usa-shaggy-lattice-tassel,Grooven,0,0,48 Hours,True,N,This lavish shag rug provides a soft and plush underfoot while a lattice element adds a flair to your home décor. A refreshing and dynamic piece that's sure to impress everyone who sees it. This rug is sure to provide durability in any living space. Comes in a variety of shapes. Elevate your living space with our pet-friendly and easy to clean rugs. ,"Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200BHSG01A,RUG,Seagrass with Border,/rugsusa/rugs/rugs-usa-seagrass-with-border/Beige/200BHSG01A-P.html,China,1/2 inch,100% Seagrass,,Machine Made,Beige,Rugs USA,200BHSG01A,osNew/roomImage,rugs-usa-seagrass-with-border,Maui,0,0,48 Hours,True,N,"Add class and style to your bedroom, living room or home office space with this border rug. The solid colored rug is machine-woven using 100% seagrass, is comfortable underfoot and stands up to heavy traffic areas. The simple design will compliment any exisiting décor. Comes in a wide selection of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs. ","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZBD94A,RUG,Reverse Herringbone,/rugsusa/rugs/rugs-usa-reverse-herringbone/Blue/200RZBD94A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Blue,Rugs USA,200RZBD94A,roomImage,rugs-usa-reverse-herringbone,Bosphorus,0,0,48 Hours,True,N,"With its sophisticated design that blends with any decor, this herringbone patterned rug will find a place of honor in your living room, under the dining room table, or in the bedroom. It's made of durable materials that feel soft and comfortable underfoot. Machine-made of non-shedding, easy-to-clean polypropylene for simple maintenace, this rug is durable enough for any area. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200BDSM12A,RUG,Ring Around The Rosette,/rugsusa/rugs/rugs-usa-ring-around-the-rosette/Gray/200BDSM12A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM12A,roomImage,rugs-usa-ring-around-the-rosette,Granite,0,0,48 Hours,True,N,"This patterned rug is a perfect floor covering for daily living: work, play, and everything in-between. The monochrome rosette at the heart of the rug is a subtle nod to traditional design elements, while the distressed color gives the rug a modern twist. Made from durable synethic fibers, this rug pairs wonderfully with any décor. Comes in a wide selection of sizes. Make the most out of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZAB07A,RUG,Florid Dreams,/rugsusa/rugs/rugs-usa-florid-dreams/Silver/200RZAB07A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Peach,Rugs USA,200RZAB07A,roomImage,rugs-usa-florid-dreams,Factoria,0,0,48 Hours,True,N,"Elevate the floors of your home with this show-stopping and detailed rug. This vintage piece features a bold array of colors, while promising a luxurious feel under foot. The perfect blend of a classic traditional pattern and a stylish twist, this carpet makes the perfect covering for bringing your space together. Choose from a full range of colors and sizes to find your perfect fit. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200NCCL01,RUG,Chunky Jute Tasseled,/rugsusa/rugs/rugs-usa-chunky-jute-tasseled/Off-White/200NCCL01-P.html,India,1/2 inch,100% Jute,,Hand Woven,Natural,Rugs USA,200NCCL01,osNew/roomImage,rugs-usa-chunky-jute-tasseled,Maui,0,0,48 Hours,True,N,"This handmade 100% jute rug has a hearty texture that adds visual warmth to your home while being comfortable underfoot. Thick and durable, it will become a favorite part of your home décor. This area rug is the perfect addition to casual, nautical, and farmhouse interiors in need of a twist. Comes in a wide selection of colors and shapes. Make the most of your time at home with our easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KKDL01A,RUG,Flourishing Medallion,/rugsusa/rugs/rugs-usa-flourishing-medallion/Multi/200KKDL01A-P.html,Turkey,1/4 inch,100% Polypropylene,,Machine Made,Multi,Rugs USA,200KKDL01A,roomImage,rugs-usa-flourishing-medallion,Majesta,0,0,48 Hours,True,N,"A stunning medalion pattern adds a regal touch to your home. A modern spin on a classic motif, this versatile floor covering will stand out with its contrasting details. Composed of durable synthetic fibers, this area rug feels incredibly soft under foot. These bold rugs are an easy way to incorporate the look of heirloom pieces, at affordable prices. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200OZSG08A,RUG,Shaggy Curves,/rugsusa/rugs/rugs-usa-shaggy-curves/Cream/200OZSG08A-P.html,Turkey,1 1/4 inch,100% Polypropylene,,Machine Made,Cream,Rugs USA,200OZSG08A,roomImage,rugs-usa-shaggy-curves,Venice,0,0,48 Hours,True,N,"Bring simple luxuries into your home with this simple and sophisticated rug. Crafted of synthetic fibers, this floor covering evokes a spa-like aura in any room throughout your home. A soft waves pattern takes relaxation to new heights. Available in many shapes, colors, and sizes. Elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Living Room, Office, Entryway",2022-01-13 19:33:41.513542
200ERTR07A,RUG,Mottled Abstract,/rugsusa/rugs/rugs-usa-mottled-abstract/Beige/200ERTR07A-P.html,Turkey,1/2 inch,"70% Polypropylene, 30% Polyester",,Machine Made,Beige,Rugs USA,200ERTR07A,roomImage,rugs-usa-mottled-abstract,Whisper,0,0,48 Hours,True,N,"We have a rug for every style out there! Made of long-lasting synthetics, this stunning area rug will be the star of every floor in your home. It comes in a wide variety sizes, so you'll be certain to find one that's just the right fit. Find comfort at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200HJFV01A,RUG,Solid Braided Indoor/Outdoor,/rugsusa/rugs/rugs-usa-solid-braided-indooroutdoor/Ivory/200HJFV01A-P.html,China/India,,100% Polypropylene,,Braided,Salt and Pepper,Rugs USA,200HJFV01A,roomImage,rugs-usa-solid-braided-indooroutdoor,Jubilee,0,0,48 Hours,True,N,"An outdoor rug braided from durable materials is a beautiful and neutral floor covering, a perfect choice whether you need a rug to be party-ready or you're looking for a serene oasis on your floor. Choose from a wide array of colors and sizes that are guaranteed to please. Whether you decide to use these indoor/outdoor, they will surely transport you into a serene oasis. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Patio / Outdoor, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200KHMC04A,RUG,Tasseled Medallion,/rugsusa/rugs/rugs-usa-tasseled-medallion/Rust/200KHMC04A-P.html,Turkey,1/4 inch,100% Polyester,,Machine Made,Rust,Rugs USA,200KHMC04A,osNew/roomImage,rugs-usa-tasseled-medallion,Edessa,0,0,48 Hours,True,N,"An ornate medallion pattern adds a regal touch to your home. A modern spin on a classic motif, this versatile floor covering will stand out with its contrasting details. Composed of durable synthetic fibers, this area rug feels incredibly soft under foot. These bold rugs are an easy way to incorporate the look of heirloom pieces, at affordable prices. Choose from a full range of colors and sizes to find your perfect fit. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200SHG1,RUG,Shaggy,/rugsusa/rugs/rugs-usa-shaggy/White/200SHG1-P.html,Turkey,2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200SHG1,s,rugs-usa-shaggy,Venice,0,0,48 Hours,True,N,"Invite this gorgeous shag rug into your home and step into softness. Its texture is oh-so-welcoming underfoot, perfect for any room in your home that could use a touch of texture. Made of durable synthetics, this rug holds up exceptionally well to foot traffic and hours of play. The plush pile offers great comfort under foot. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Living Room, Office, Entryway",2022-01-13 19:33:41.513542
200KHMC04A,RUG,Tasseled Medallion,/rugsusa/rugs/rugs-usa-tasseled-medallion/Silver/200KHMC04A-P.html,Turkey,1/4 inch,100% Polyester,,Machine Made,Rust,Rugs USA,200KHMC04A,osNew/roomImage,rugs-usa-tasseled-medallion,Edessa,0,0,48 Hours,True,N,"An ornate medallion pattern adds a regal touch to your home. A modern spin on a classic motif, this versatile floor covering will stand out with its contrasting details. Composed of durable synthetic fibers, this area rug feels incredibly soft under foot. These bold rugs are an easy way to incorporate the look of heirloom pieces, at affordable prices. Choose from a full range of colors and sizes to find your perfect fit. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZBD16A,RUG,Moroccan Trellis,/rugsusa/rugs/rugs-usa-moroccan-trellis/Light-Multi/200RZBD16A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200RZBD16A,roomImage,rugs-usa-moroccan-trellis,Bosphorus,0,0,48 Hours,True,N,"<p class=""h4"">Named ""The Rug"" by The New York Times, our best-selling Moroccan Trellis is well-deserving of all of its accolades and popularity! <a target=""_blank"" href=""/blog/moroccan-trellis-rug/""><span class=""rugs-text--underline"">Read about</span></a> why this design has become a well-loved staple in so many American households; its ""unique, goes-with-anything design captures the unique spirit of a handcrafted textile, but is also discreet enough to blend in with the furniture and take the punishment of kids and pets."" Made from powerloomed synthetic materials, it's available in an incredible range of colors and sizes, making it a smart, great-looking addition to your home.</p>","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200HJAU13A,RUG,Brenda Hazy Heraldry Washable,/rugsusa/rugs/rugs-usa-brenda-hazy-heraldry-washable/Beige/200HJAU13A-P.html,China,1/4 inch,100% Polyester,,Machine Made,Beige,Rugs USA,200HJAU13A,roomImage,rugs-usa-brenda-hazy-heraldry-washable,Rain Haven,0,0,48 Hours,True,N,"Rugs are at the heart of your home, where all the action happens. The occasional ""oops"" is a fact of life; and lucky for all of us, cleaning our rugs just got much easier. Say hello to the <b>Rugs USA Washable Rugs Collection</b>!<br /><b>One-piece design:</b> Our washable rugs have an integrated non-slip backing, which eliminates the hassle of needing a separate backing layer. When your rug arrives, simply lay it flat in the desired space.<br /><b>Innovative construction:</b> Made from sustainably-sourced premium synthetic fibers, our machine-washable rugs help you feel good with every step.<br /><b>Hard-wearing:</b> Spill- and stain-resistant, these rugs are perfect for those with kids and pets and will hold up in high traffic areas of your home.<br /><b>Add a rug pad:</b> Want a plusher feel underfoot? Simply layer a Rugs USA rug pad underneath the rug for extra cushioning.<br /><b>Launders easily:</b> To clean, machine wash with cold water. Do not use bleach. We recommend line drying or drying without heat on an air-only dryer cycle. A low heat iron can be used if needed.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Bathroom, Entryway, Nursery / Kids Room",2022-01-13 19:33:41.513542
200RZBD16A,RUG,Moroccan Trellis,/rugsusa/rugs/rugs-usa-moroccan-trellis/Dark-Gray/200RZBD16A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200RZBD16A,roomImage,rugs-usa-moroccan-trellis,Bosphorus,0,0,48 Hours,True,N,"<p class=""h4"">Named ""The Rug"" by The New York Times, our best-selling Moroccan Trellis is well-deserving of all of its accolades and popularity! <a target=""_blank"" href=""/blog/moroccan-trellis-rug/""><span class=""rugs-text--underline"">Read about</span></a> why this design has become a well-loved staple in so many American households; its ""unique, goes-with-anything design captures the unique spirit of a handcrafted textile, but is also discreet enough to blend in with the furniture and take the punishment of kids and pets."" Made from powerloomed synthetic materials, it's available in an incredible range of colors and sizes, making it a smart, great-looking addition to your home.</p>","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200CLWA01A,RUG,Handwoven Jute Ribbed Solid,/rugsusa/rugs/rugs-usa-handwoven-jute-ribbed-solid/Natural/200CLWA01A-P.html,India,1/2 inch,100% Jute,,Handwoven,Natural,Rugs USA,200CLWA01A,roomImage,rugs-usa-handwoven-jute-ribbed-solid,Kiwa,0,0,48 Hours,True,N,"This handmade 100% jute rug is a stylish and eco-friendly floor covering made from renewable material. Bring a warm, neutral look to any room, whether you seek a nautical rug, a boho rug, or anything in-between. This sophisticated floor piece can seamlessly integrate with any existing decor. This rug will be the perfect finishing touch to your living area. Choose from a wide array of colors and sizes. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200MGNM04A,RUG,Braided,/rugsusa/rugs/rugs-usa-braided/Multi/200MGNM04A-P.html,India,1/4 inch,100% Cotton,,Braided,Multi,Rugs USA,200MGNM04A,roomImage,rugs-usa-braided,Chindi,0,0,48 Hours,True,N,"Are you ready to celebrate? We have a rug in the perfect colors for a party every day! Made of 100% cotton, the Braided Rug will be the star of every floor in your home. It comes in more than 20 sizes, so you'll be certain to find one that's just the right fit. Find comfort at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZBD07A,RUG,Distressed Persian,/rugsusa/rugs/rugs-usa-distressed-persian/Blue/200RZBD07A-P.html,Turkey,,100% Polypropylene,,Machine Made,Brown,Rugs USA,200RZBD07A,osNew/roomImage,rugs-usa-distressed-persian,Bosphorus,0,0,48 Hours,True,N,"This vintage-inspired Persian rug brings effortless style to any room. Made in Turkey from powerloomed materials, it will hold up beautifully to everyday use. Choose from a wide array of colors and sizes. The perfect blend of a classic traditional pattern and a stylish twist, this carpet makes the perfect covering for bringing your space together. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200RZBD30A,RUG,Honeycomb Labyrinth,/rugsusa/rugs/rugs-usa-honeycomb-labyrinth/Gray/200RZBD30A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200RZBD30A,roomImage,rugs-usa-honeycomb-labyrinth,Bosphorus,0,0,48 Hours,True,N,"Bring a fantastical labyrinth-inspired pattern right into your own home! There's a whole world under your feet in this powerloomed boho rug, with its incredibly soft and durable texture under your feet. Find just the right color and size from our wide assortment. Blends in perfectly with any existing decor. Elevate your living space with our pet-friendly and easy to clean rugs. ","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
200ACSD05A,RUG,Vintage Medallion,/rugsusa/rugs/rugs-usa-vintage-medallion/Light-Gray/200ACSD05A-P.html,Turkey,3/4 inch,100% Polypropylene,,Machine Made,Light Gray,Rugs USA,200ACSD05A,roomImage,rugs-usa-vintage-medallion,Barnaby,0,0,48 Hours,True,N,"Meet the bold look of a vintage area rug. Featuring a medallion design, this floor covering will perfectly compliment any vintage or traditional decor. Machine-made in Turkey of soft synthetic fibers and durable for years to come. Guaranteed to withstand everday wear-and-tear, this rug makes the perfect addition for any setting, with multiple shape options. Make the most of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Kitchen",2022-01-13 19:33:41.513542
200BDSM12A,RUG,Ring Around The Rosette,/rugsusa/rugs/rugs-usa-ring-around-the-rosette/Black/200BDSM12A-P.html,Turkey,1/2 inch,100% Polypropylene,,Machine Made,Gray,Rugs USA,200BDSM12A,roomImage,rugs-usa-ring-around-the-rosette,Granite,0,0,48 Hours,True,N,"This patterned rug is a perfect floor covering for daily living: work, play, and everything in-between. The monochrome rosette at the heart of the rug is a subtle nod to traditional design elements, while the distressed color gives the rug a modern twist. Made from durable synethic fibers, this rug pairs wonderfully with any décor. Comes in a wide selection of sizes. Make the most out of your time at home with our pet-friendly and easy to clean area rugs.","Bedroom, Dining Room, Living Room, Hallway, Office, Kitchen, Entryway",2022-01-13 19:33:41.513542
